Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,17,124333.6,160770
Month 2,22,163772.0,211768
Month 3,3,25378.4,32816
Month 4,15,112393.6,145332
Month 5,2,13152.8,17008
Month 6,15,83424.0,107870
Month 7,17,92211.2,119234
Month 8,10,56745.6,73374
Month 9,9,75108.8,97121
Month 10,8,63060.8,81541
Month 11,7,48915.2,63250
Month 12,16,93276.0,120609
Month 13,28,275017.6,355617
Month 14,7,38326.4,49558
Month 15,5,24280.0,31394
Month 16,15,82753.6,107004
Month 17,4,27005.6,34919
Month 18,21,154389.6,199634
Month 19,15,146632.0,189605
Month 20,19,155809.6,201473
Month 21,12,124956.8,161578
Month 22,20,154524.0,199806
Month 23,36,364467.2,471282
Month 24,21,242466.4,313529
Month 25,12,113835.2,147198
Month 26,24,190524.0,246356
Month 27,17,126179.2,163154
Month 28,3,20376.0,26347
Month 29,5,20842.4,26949
Month 30,9,68242.4,88241
Month 31,11,114427.2,147961
Month 32,7,85313.6,110316
Month 33,13,123974.4,160307
Month 34,19,194010.4,250872
Month 35,17,134593.6,174037
Month 36,24,185979.2,240482
Month 37,9,69984.8,90494
Month 38,10,60388.8,78085
Month 39,17,122328.8,158178
Month 40,7,35733.6,46205
Month 41,4,28822.4,37269
Month 42,8,58107.2,75137
Month 43,10,54512.8,70487
Month 44,4,21067.2,27240
Month 45,8,62016.0,80191
Month 46,8,158205.6,204576
Month 47,4,29405.6,38023
Month 48,4,32200.0,41636
Month 49,6,49112.0,63504
Month 50,7,56509.6,73069
Month 51,3,24316.0,31442
Month 52,1,15267.2,19742
Month 53,3,18883.2,24417
Month 54,3,31476.0,40701
Month 55,1,3848.8,4976
Month 56,1,2211.2,2859
Month 57,2,6688.0,8647
Month 58,3,26174.4,33845
Month 59,7,29434.4,38059
Month 60,2,7151.2,9246
Month 61,4,30302.4,39183
Month 62,5,36456.0,47140
Month 63,1,4507.2,5828
Month 64,3,15068.8,19485
Month 65,3,16032.0,20731
Month 66,3,18347.2,23724
Month 67,3,22675.2,29321
Month 68,2,8332.8,10774
Month 69,1,8332.8,10775
Month 70,1,11737.6,15178
Month 71,1,16665.6,21550
Month 72,1,20724.8,26799
Month 73,2,11462.4,14822
Month 74,1,3041.6,3933
Month 75,2,8493.6,10983
Month 76,1,4808.0,6217
Month 77,1,1208.8,1563
Month 78,2,5228.0,6760
Month 79,1,6220.8,8044
Month 80,1,10665.6,13791
Month 81,1,2083.2,2693
