Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,2,348.0,216
Month 2,1,265.6,165
Month 3,1,365.6,228
Month 4,2,356.0,221
Month 5,1,242.4,151
Month 6,2,472.8,294
Month 7,1,182.4,113
Month 8,1,261.6,163
Month 9,1,124.0,77
Month 10,2,2155.2,1345
Month 11,1,208.0,129
Month 12,1,56.0,34
Month 13,1,299.2,186
Month 14,3,1793.6,1119
Month 15,2,1196.8,746
Month 16,1,835.2,521
Month 17,2,1272.0,793
Month 18,1,128.0,79
Month 19,3,1994.4,1243
Month 20,2,59.2,35
Month 21,2,267.2,166
Month 22,3,932.0,581
Month 23,3,1789.6,1116
Month 24,4,1216.0,756
Month 25,2,3592.0,2242
Month 26,2,1806.4,1127
Month 27,3,5248.0,3276
Month 28,1,134.4,83
Month 29,1,134.4,83
Month 30,1,843.2,526
Month 31,1,400.0,249
Month 32,1,783.2,488
Month 33,1,1049.6,655
Month 34,1,2720.0,1698
Month 35,1,670.4,418
Month 36,3,1648.0,1028
Month 37,1,373.6,233
Month 38,2,2082.4,1299
Month 39,4,3345.6,2088
Month 40,4,2054.4,1281
Month 41,2,1996.0,1245
Month 42,2,1374.4,857
Month 43,4,2686.4,1675
Month 44,2,418.4,260
Month 45,4,2005.6,1251
Month 46,2,1025.6,640
Month 47,3,1679.2,1047
Month 48,4,1931.2,1203
Month 49,4,1286.4,800
Month 50,4,2765.6,1725
