Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,33,402360.0,988292
Month 2,38,431988.8,1061066
Month 3,26,242036.8,594495
Month 4,26,258817.6,635713
Month 5,41,319166.4,783942
Month 6,40,392837.6,964898
Month 7,42,576331.2,1415608
Month 8,28,337436.0,828823
Month 9,56,543805.6,1335714
Month 10,46,478883.2,1176250
Month 11,46,486823.2,1195747
Month 12,37,329363.2,808987
Month 13,46,387912.0,952799
Month 14,41,356504.8,875657
Month 15,36,255749.6,628172
Month 16,23,150065.6,368590
Month 17,34,232605.6,571326
Month 18,49,318704.0,782800
Month 19,41,393071.2,965473
Month 20,43,449396.8,1103819
Month 21,32,426237.6,1046942
Month 22,50,463985.6,1139654
Month 23,66,509712.0,1251965
Month 24,81,711035.2,1746453
Month 25,38,477740.8,1173446
Month 26,29,415279.2,1020026
Month 27,22,262404.8,644529
Month 28,17,208471.2,512055
Month 29,22,303529.6,745541
Month 30,19,219867.2,540043
Month 31,9,105788.0,259841
Month 32,7,79652.8,195646
Month 33,31,373004.0,916185
Month 34,40,360932.0,886529
Month 35,22,272430.4,669155
Month 36,23,226465.6,556250
Month 37,56,375358.4,921957
Month 38,32,288228.0,707954
Month 39,65,435880.8,1070615
Month 40,20,224088.8,550415
Month 41,32,259475.2,637331
Month 42,41,417705.6,1025983
Month 43,36,325788.0,800210
Month 44,48,471450.4,1157990
Month 45,45,355373.6,872873
Month 46,62,507996.8,1247752
Month 47,72,378980.8,930845
Month 48,37,368297.6,904619
Month 49,31,337539.2,829078
Month 50,32,290714.4,714059
Month 51,13,84028.0,206388
Month 52,8,61273.6,150501
Month 53,7,55744.8,136922
