Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,2,8563.2,16290
Month 2,1,4281.6,8145
Month 3,2,12712.0,24184
Month 4,2,13371.2,25438
Month 5,3,19565.6,37222
Month 6,1,7089.6,13488
Month 7,2,14627.2,27828
Month 8,2,13165.6,25047
Month 9,2,13142.4,25003
Month 10,1,7480.8,14232
Month 11,2,15889.6,30229
Month 12,1,4033.6,7674
Month 13,4,15475.2,29441
Month 14,7,34265.6,65189
Month 15,6,39408.8,74975
Month 16,8,49626.4,94412
Month 17,10,64698.4,123088
Month 18,16,82789.6,157503
Month 19,12,54052.8,102834
Month 20,6,22550.4,42901
Month 21,11,57727.2,109824
Month 22,6,31160.8,59282
Month 23,7,32755.2,62315
Month 24,3,20816.8,39604
Month 25,3,18836.0,35835
Month 26,3,18808.8,35783
Month 27,1,6078.4,11564
Month 28,2,10598.4,20162
Month 29,1,5299.2,10081
Month 30,2,7939.2,15104
Month 31,4,24952.8,47471
Month 32,3,36778.4,69971
Month 33,2,10001.6,19027
Month 34,7,35589.6,67708
Month 35,5,21887.2,41638
Month 36,6,38099.2,72482
Month 37,2,8832.8,16804
Month 38,1,6236.0,11864
Month 39,3,17452.8,33204
Month 40,3,12932.8,24604
Month 41,2,15301.6,29111
Month 42,1,3180.8,6051
Month 43,1,4302.4,8185
Month 44,1,3472.0,6605
Month 45,1,5770.4,10978
Month 46,1,3660.8,6964
Month 47,1,3033.6,5771
Month 48,1,3670.4,6983
Month 49,6,80018.4,152236
Month 50,3,43920.0,83559
Month 51,1,21312.0,40547
Month 52,2,41699.2,79334
Month 53,2,27545.6,52406
Month 54,1,16032.8,30503
Month 55,7,28023.2,53312
Month 56,1,4073.6,7750
Month 57,2,13433.6,25557
Month 58,1,27452.0,52228
Month 59,4,62463.2,118837
Month 60,3,30000.0,57075
